Project,Job,Step,runtime diff in job,runtime diff in step,Runtime with fix,Runtime wo fix,step-runtime w fix,step-runtime wo fix,commit sha with fix,commit sha wo fix,build log with fix,build log wo fix
spring-framework-petclinic,build (19),Build with Maven,21,1,43,51,30,31,5741a764ee21c9fccb631c7796c7d81b7b236a07,2119fbb4c513cc903af2c5fed5599dfa40a9cb6c,https://github.com/optimizing-ci-builds/spring-framework-petclinic/actions/runs/4503497063/jobs/7926756388,https://github.com/optimizing-ci-builds/spring-framework-petclinic/actions/runs/4503527546/jobs/7926830139
